term,acc,name,covoc_id,is_obsolete
http://purl.obolibrary.org/obo/NCIT_R81,NCIT:R81,Anatomic_Structure_Has_Location,,
http://purl.obolibrary.org/obo/NCIT_R105,NCIT:R105,Disease_Has_Abnormal_Cell,,
http://purl.obolibrary.org/obo/NCIT_C15206,NCIT:C15206,Clinical Study,BMV_30,
http://purl.obolibrary.org/obo/NCIT_C13189,NCIT:C13189,Epitope,BMV_47,
http://purl.obolibrary.org/obo/NCIT_C26170,NCIT:C26170,Protective Agent,BMV_113,
http://purl.obolibrary.org/obo/NCIT_C62648,NCIT:C62648,Emergency,BMV_44,
http://purl.obolibrary.org/obo/NCIT_C21130,NCIT:C21130,Drug Tolerance,BMV_43,
http://purl.obolibrary.org/obo/NCIT_C923,NCIT:C923,Vaccine,BMV_155,
http://purl.obolibrary.org/obo/NCIT_C16006,NCIT:C16006,Vaccine Design,BMV_156,
http://purl.obolibrary.org/obo/NCIT_C49146,NCIT:C49146,Adenovirus Vaccine,BMV_1,
http://purl.obolibrary.org/obo/NCIT_R34,NCIT:R34,Biological_Process_Has_Result_Biological_Process,,
http://purl.obolibrary.org/obo/NCIT_C17105,NCIT:C17105,RNA-Directed RNA Polymerase,PG_26,
http://purl.obolibrary.org/obo/NCIT_C15258,NCIT:C15258,Immunization,BMV_70,
http://purl.obolibrary.org/obo/NCIT_C17021,NCIT:C17021,Protein,,
http://purl.obolibrary.org/obo/NCIT_R82,NCIT:R82,Anatomic_Structure_Is_Physical_Part_Of,,
http://purl.obolibrary.org/obo/NCIT_R142,NCIT:R142,Disease_Excludes_Finding,,
http://purl.obolibrary.org/obo/NCIT_C20401,NCIT:C20401,Monoclonal Antibody,PG_16,
http://purl.obolibrary.org/obo/NCIT_R37,NCIT:R37,Gene_Plays_Role_In_Process,,
http://purl.obolibrary.org/obo/NCIT_R52,NCIT:R52,Gene_Product_Has_Biochemical_Function,,
http://purl.obolibrary.org/obo/NCIT_C26028,NCIT:C26028,Vaccine Research,BMV_26,
http://purl.obolibrary.org/obo/NCIT_C38103,NCIT:C38103,Chest Radiography,BMV_23,
http://purl.obolibrary.org/obo/NCIT_C155831,NCIT:C155831,Nasopharyngeal Swab Specimen,BMV_97,
http://purl.obolibrary.org/obo/NCIT_C17712,NCIT:C17712,Immunologic Tolerance,BMV_68,
http://purl.obolibrary.org/obo/NCIT_R50,NCIT:R50,Gene_Product_Has_Structural_Domain_Or_Motif,,
http://purl.obolibrary.org/obo/NCIT_C15429,NCIT:C15429,Research Activity,BMV_121||BMV_122,
http://purl.obolibrary.org/obo/NCIT_C15320,NCIT:C15320,Study Design,BMV_123,
http://purl.obolibrary.org/obo/NCIT_C16612,NCIT:C16612,Gene,BMV_51,
http://purl.obolibrary.org/obo/NCIT_R32,NCIT:R32,Biological_Process_Has_Initiator_Chemical_Or_Drug,,
http://purl.obolibrary.org/obo/NCIT_C48938,NCIT:C48938,Cell Count,BMV_19,
http://purl.obolibrary.org/obo/NCIT_C16556,NCIT:C16556,Epidemiology,BMV_46,
http://purl.obolibrary.org/obo/NCIT_C13299,NCIT:C13299,DNA Sequence,BMV_42,
http://purl.obolibrary.org/obo/NCIT_R101,NCIT:R101,Disease_Has_Primary_Anatomic_Site,,
http://purl.obolibrary.org/obo/NCIT_R38,NCIT:R38,Gene_Associated_With_Disease,,
http://purl.obolibrary.org/obo/NCIT_C95533,NCIT:C95533,Neutralization,BMV_35,
http://purl.obolibrary.org/obo/NCIT_C3833,NCIT:C3833,Asymptomatic,BMV_10,
http://purl.obolibrary.org/obo/NCIT_C17214,NCIT:C17214,Disease Transmission,BMV_40,
http://purl.obolibrary.org/obo/NCIT_C102527,NCIT:C102527,ACE2 Gene,PG_2,
http://purl.obolibrary.org/obo/NCIT_R53,NCIT:R53,Gene_Product_Plays_Role_In_Biological_Process,,
http://purl.obolibrary.org/obo/NCIT_C89252,NCIT:C89252,RNA Sequence,BMV_129,
http://purl.obolibrary.org/obo/NCIT_C25364,NCIT:C25364,Identifier,BMV_141,
http://purl.obolibrary.org/obo/NCIT_C17565,NCIT:C17565,Sequence Analysis,BMV_135,
http://purl.obolibrary.org/obo/NCIT_R108,NCIT:R108,Disease_Has_Finding,,
http://purl.obolibrary.org/obo/NCIT_R103,NCIT:R103,Disease_Has_Normal_Tissue_Origin,,
http://purl.obolibrary.org/obo/NCIT_C20464,NCIT:C20464,Cytokine,PG_8,
http://purl.obolibrary.org/obo/NCIT_R28,NCIT:R28,Biological_Process_Has_Initiator_Process,,
http://purl.obolibrary.org/obo/NCIT_R139,NCIT:R139,Disease_Excludes_Abnormal_Cell,,
http://purl.obolibrary.org/obo/NCIT_R104,NCIT:R104,Disease_Has_Normal_Cell_Origin,,
